token_address,receiver,amount
0xff8f62855fD433347BbE62f1292F905f7aC1DF9d,0xec3281124d4c2fca8a88e3076c1e7749cfecb7f2,17.122682243635607929
0xff8f62855fD433347BbE62f1292F905f7aC1DF9d,0xe11fc0b43ab98eb91e9836129d1ee7c3bc95df50,0.000180243573171965
0xff8f62855fD433347BbE62f1292F905f7aC1DF9d,0xdd395050ac923466d3fa97d41739a4ab6b49e9f5,507.751306788296758628
0xff8f62855fD433347BbE62f1292F905f7aC1DF9d,0xa5163ce5331413715c1023f28499cbdc9a8b8b3e,773.375830724494461476
0xff8f62855fD433347BbE62f1292F905f7aC1DF9d,0xec3281124d4c2fca8a88e3076c1e7749cfecb7f2,8.973477888915238134
0xff8f62855fD433347BbE62f1292F905f7aC1DF9d,0xdd395050ac923466d3fa97d41739a4ab6b49e9f5,245.234297397877269515
0xff8f62855fD433347BbE62f1292F905f7aC1DF9d,0xdfe435ade40bbf7476a0847d5ae6b1df9bd5ba30,959.969226317963559928
0xff8f62855fD433347BbE62f1292F905f7aC1DF9d,0xe11fc0b43ab98eb91e9836129d1ee7c3bc95df50,0.000346512741299805
0xff8f62855fD433347BbE62f1292F905f7aC1DF9d,0xdf0259238271427c469abc18a2cb3047d5c12466,84.072651882502632616




0xf447EF251De50E449107C8D687d10C91e0b7e4D4,0xec3281124d4c2fca8a88e3076c1e7749cfecb7f2,34.361708012549814531
0xf447EF251De50E449107C8D687d10C91e0b7e4D4,0xe11fc0b43ab98eb91e9836129d1ee7c3bc95df50,0.000373513066319072
0xf447EF251De50E449107C8D687d10C91e0b7e4D4,0xdd395050ac923466d3fa97d41739a4ab6b49e9f5,1052.197003135701718031
0xf447EF251De50E449107C8D687d10C91e0b7e4D4,0xa5163ce5331413715c1023f28499cbdc9a8b8b3e,1755.640915338682148364
0xf447EF251De50E449107C8D687d10C91e0b7e4D4,0xec3281124d4c2fca8a88e3076c1e7749cfecb7f2,16.371512989751654294
0xf447EF251De50E449107C8D687d10C91e0b7e4D4,0xdd395050ac923466d3fa97d41739a4ab6b49e9f5,491.145389692549923981
0xf447EF251De50E449107C8D687d10C91e0b7e4D4,0xdfe435ade40bbf7476a0847d5ae6b1df9bd5ba30,2101.692980097900902773
0xf447EF251De50E449107C8D687d10C91e0b7e4D4,0xdf0259238271427c469abc18a2cb3047d5c12466,232.99011721979751895
